FrameID, Prepare, Placement, Opacity, Upload, Render, Total
672, 908, 547, 34, 95, 8014, 9599
673, 807, 1706, 1751, 553, 8359, 13179
674, 779, 479, 27, 67, 7765, 9119
675, 879, 1992, 1769, 468, 7409, 12519
676, 913, 559, 28, 72, 7935, 9508
677, 909, 1837, 1820, 459, 7535, 12562
678, 921, 560, 28, 75, 7890, 9476
679, 837, 1877, 1692, 541, 7473, 12420
680, 929, 597, 31, 72, 7944, 9575
681, 916, 1882, 1808, 455, 7712, 12775
682, 661, 433, 14, 82, 7650, 8844
683, 652, 118, 9, 78, 8222, 9081
684, 881, 1924, 1922, 466, 7518, 12713
685, 892, 571, 35, 91, 7721, 9311
686, 1160, 1563, 1762, 475, 7440, 12402
687, 966, 568, 28, 88, 7835, 9487
688, 875, 1872, 1730, 566, 7350, 12395
689, 1343, 749, 32, 79, 7648, 9854
690, 852, 1854, 2757, 465, 7432, 13362
691, 894, 549, 30, 88, 7964, 9527
692, 855, 1902, 1711, 438, 7419, 12327
693, 851, 647, 52, 80, 7799, 9432
694, 889, 1938, 1788, 318, 7612, 12547
695, 882, 570, 33, 91, 7889, 9467
696, 858, 1915, 1700, 443, 7282, 12200
697, 1029, 561, 28, 88, 7704, 9410
698, 880, 1695, 57, 101, 7494, 10229
